customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST00520,Female,0,No,No,47,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,56.71,2309.0,No
CUST00521,Female,0,No,Yes,30,Yes,Fiber optic,Month-to-month,No,Bank transfer,110.77,3251.99,Yes
CUST00522,Male,0,No,No,23,Yes,Fiber optic,Two year,Yes,Electronic check,50.46,1094.46,No
CUST00523,Female,1,No,No,16,Yes,Fiber optic,Two year,Yes,Credit card,74.32,1241.67,No
CUST00524,Male,1,Yes,No,14,Yes,DSL,Month-to-month,No,Credit card,22.05,304.29,No
CUST00525,Female,1,Yes,Yes,71,Yes,No,Two year,Yes,Bank transfer,72.19,4366.99,No
CUST00526,Male,0,Yes,No,52,Yes,No,Two year,Yes,Mailed check,83.69,4117.77,No
CUST00527,Male,1,No,No,37,Yes,DSL,Month-to-month,Yes,Bank transfer,43.43,1499.07,No
CUST00528,Female,1,No,No,29,Yes,Fiber optic,One year,No,Electronic check,77.89,1968.2,No
CUST00529,Female,0,Yes,No,67,Yes,No,Month-to-month,Yes,Bank transfer,84.72,5872.87,No
CUST00530,Female,0,No,No,15,Yes,DSL,Month-to-month,No,Credit card,88.69,1344.99,No
CUST00531,Male,0,Yes,Yes,47,Yes,Fiber optic,One year,Yes,Mailed check,97.64,4111.89,No
CUST00532,Female,0,No,No,46,Yes,DSL,Two year,Yes,Electronic check,51.13,2119.6,No
CUST00533,Male,0,Yes,No,52,Yes,Fiber optic,One year,No,Mailed check,76.78,3419.24,No
CUST00534,Male,0,No,Yes,19,Yes,DSL,Month-to-month,Yes,Bank transfer,118.16,2041.51,No
CUST00535,Male,0,No,Yes,21,Yes,Fiber optic,Month-to-month,No,Electronic check,109.81,2229.74,No
CUST00536,Female,0,Yes,Yes,64,Yes,DSL,Month-to-month,Yes,Electronic check,115.27,6891.62,No
CUST00537,Female,0,Yes,No,37,Yes,Fiber optic,Month-to-month,Yes,Electronic check,58.61,2263.66,Yes
CUST00538,Male,0,Yes,No,27,No,No,Month-to-month,Yes,Credit card,98.69,2294.82,No
CUST00539,Male,0,Yes,Yes,55,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.99,4366.44,No
CUST00540,Female,0,Yes,No,29,Yes,Fiber optic,Month-to-month,No,Bank transfer,28.27,837.59,No
CUST00541,Male,0,No,Yes,20,Yes,Fiber optic,One year,No,Mailed check,102.4,1937.71,No
CUST00542,Female,0,No,No,25,Yes,DSL,Month-to-month,Yes,Bank transfer,87.71,1865.14,No
CUST00543,Male,0,No,Yes,70,Yes,DSL,One year,Yes,Credit card,39.89,2509.05,No
CUST00544,Female,0,Yes,No,63,Yes,No,Month-to-month,No,Electronic check,27.97,1611.9,Yes
CUST00545,Male,1,No,No,36,Yes,Fiber optic,Month-to-month,Yes,Electronic check,103.7,3894.47,Yes
CUST00546,Female,0,No,No,2,No,DSL,Month-to-month,Yes,Credit card,27.89,57.58,No
CUST00547,Male,0,Yes,No,22,Yes,Fiber optic,Month-to-month,No,Electronic check,29.14,666.62,Yes
CUST00548,Female,0,No,No,16,Yes,DSL,Two year,No,Electronic check,62.74,1019.05,Yes
CUST00549,Female,1,No,No,18,Yes,DSL,Month-to-month,No,Credit card,33.48,554.63,Yes
CUST00550,Male,0,Yes,Yes,69,Yes,No,One year,No,Credit card,111.37,7924.1,No
CUST00551,Male,1,Yes,Yes,54,Yes,No,Two year,No,Bank transfer,67.03,3787.34,No
CUST00552,Female,0,Yes,No,30,Yes,Fiber optic,One year,Yes,Electronic check,76.92,2123.02,Yes
CUST00553,Male,1,Yes,Yes,45,Yes,No,Month-to-month,Yes,Mailed check,112.81,4579.52,No
CUST00554,Female,0,No,Yes,19,Yes,Fiber optic,Two year,Yes,Electronic check,73.03,1331.21,Yes
CUST00555,Male,1,No,No,34,Yes,Fiber optic,Month-to-month,No,Credit card,55.36,1670.36,Yes
CUST00556,Female,0,No,No,13,Yes,DSL,Month-to-month,No,Credit card,99.72,1110.36,No
CUST00557,Female,0,Yes,No,43,Yes,DSL,Two year,No,Credit card,64.29,2872.74,No
CUST00558,Female,0,Yes,Yes,62,Yes,Fiber optic,One year,No,Electronic check,51.85,3327.69,No
CUST00559,Female,0,No,Yes,22,Yes,No,Month-to-month,No,Bank transfer,92.32,1792.46,Yes
CUST00560,Female,0,No,No,52,Yes,Fiber optic,Month-to-month,No,Electronic check,100.16,4851.8,No
CUST00561,Female,1,Yes,Yes,52,Yes,DSL,Month-to-month,Yes,Mailed check,99.17,5240.42,No
CUST00562,Male,1,Yes,Yes,36,Yes,DSL,Month-to-month,No,Credit card,117.77,4164.25,Yes
CUST00563,Male,0,No,No,19,Yes,Fiber optic,Month-to-month,Yes,Electronic check,98.67,1741.54,Yes
CUST00564,Male,0,Yes,No,38,Yes,DSL,Two year,Yes,Bank transfer,96.99,3681.32,No
CUST00565,Female,0,Yes,No,70,Yes,Fiber optic,Two year,No,Bank transfer,105.75,7620.2,No
CUST00566,Female,0,No,Yes,57,Yes,DSL,Two year,No,Credit card,20.02,1181.34,No
CUST00567,Female,0,Yes,Yes,20,Yes,DSL,Month-to-month,Yes,Credit card,56.24,1041.31,No
CUST00568,Female,0,Yes,No,9,Yes,Fiber optic,One year,Yes,Credit card,93.76,746.56,No
CUST00569,Male,0,Yes,Yes,32,Yes,Fiber optic,Two year,No,Bank transfer,79.97,2642.38,No
CUST00570,Male,0,Yes,No,4,Yes,DSL,Two year,Yes,Electronic check,37.76,131.18,No
CUST00571,Female,0,No,No,50,Yes,DSL,Month-to-month,No,Mailed check,50.37,2504.24,No
CUST00572,Male,0,Yes,No,5,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,53.68,235.68,Yes
CUST00573,Male,0,Yes,No,20,Yes,DSL,Month-to-month,Yes,Bank transfer,76.78,1424.85,No
CUST00574,Female,0,No,Yes,37,No,Fiber optic,Month-to-month,Yes,Bank transfer,103.16,3558.56,No
CUST00575,Male,1,No,No,22,Yes,No,One year,Yes,Mailed check,113.25,2196.88,No
CUST00576,Female,0,No,No,58,Yes,DSL,Two year,Yes,Electronic check,95.01,5700.89,No
CUST00577,Male,0,Yes,No,68,Yes,No,Month-to-month,No,Electronic check,104.3,6032.32,No
CUST00578,Female,0,Yes,Yes,44,Yes,DSL,Month-to-month,Yes,Bank transfer,67.01,3033.24,No
CUST00579,Female,0,No,Yes,34,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,58.98,2058.99,Yes
CUST00580,Female,1,No,No,42,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,59.27,2273.75,No
CUST00581,Female,0,Yes,No,9,Yes,No,Month-to-month,Yes,Mailed check,81.6,727.69,No
CUST00582,Male,0,Yes,No,7,Yes,DSL,One year,No,Electronic check,32.42,204.37,No
CUST00583,Female,0,Yes,Yes,68,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,77.95,5309.9,Yes
CUST00584,Female,1,No,No,19,Yes,No,One year,No,Credit card,86.51,1581.6,Yes
CUST00585,Female,1,No,No,31,Yes,Fiber optic,Month-to-month,Yes,Mailed check,63.89,1802.43,No
CUST00586,Male,0,Yes,No,35,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,115.32,3753.86,No
CUST00587,Female,0,Yes,No,57,Yes,DSL,Month-to-month,Yes,Mailed check,80.82,4551.36,No
CUST00588,Male,0,No,Yes,61,Yes,Fiber optic,Two year,Yes,Bank transfer,42.0,2641.98,No
CUST00589,Female,1,No,No,31,No,DSL,Month-to-month,No,Credit card,67.92,1844.74,No
CUST00590,Male,0,Yes,Yes,53,Yes,DSL,Two year,Yes,Bank transfer,87.54,4473.86,No
CUST00591,Male,1,No,No,32,Yes,Fiber optic,Month-to-month,No,Mailed check,52.36,1509.22,Yes
CUST00592,Female,0,No,No,66,Yes,DSL,Two year,Yes,Mailed check,27.96,1864.32,Yes
CUST00593,Male,0,Yes,No,59,Yes,No,Two year,No,Bank transfer,78.34,3993.68,No
CUST00594,Female,0,No,No,10,Yes,No,Month-to-month,No,Bank transfer,114.79,1133.89,No
CUST00595,Female,0,Yes,Yes,2,No,Fiber optic,One year,Yes,Bank transfer,68.51,121.26,No
CUST00596,Female,0,No,No,66,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,110.61,7075.97,Yes
CUST00597,Male,0,No,No,60,Yes,Fiber optic,Two year,No,Electronic check,103.5,6316.43,Yes
CUST00598,Male,0,No,Yes,17,Yes,DSL,Month-to-month,No,Credit card,34.74,591.18,No
CUST00599,Female,0,No,Yes,16,Yes,Fiber optic,Month-to-month,Yes,Credit card,90.82,1453.98,No
CUST00600,Female,0,Yes,No,16,Yes,DSL,One year,Yes,Mailed check,63.55,969.59,No
CUST00601,Male,0,No,Yes,46,Yes,DSL,Two year,No,Bank transfer,45.02,2129.21,No
CUST00602,Female,1,No,No,39,Yes,Fiber optic,Month-to-month,No,Electronic check,88.69,3346.91,Yes
CUST00603,Female,1,Yes,No,31,Yes,Fiber optic,One year,Yes,Electronic check,94.27,3020.28,No
CUST00604,Female,1,No,No,1,Yes,No,Month-to-month,Yes,Electronic check,37.99,36.44,Yes
CUST00605,Male,1,No,Yes,11,Yes,DSL,Month-to-month,No,Bank transfer,111.44,1166.01,No
CUST00606,Male,0,Yes,No,4,Yes,Fiber optic,One year,Yes,Credit card,95.11,340.29,Yes
CUST00607,Male,0,No,No,71,Yes,DSL,Month-to-month,Yes,Bank transfer,113.34,7716.86,Yes
CUST00608,Female,0,No,Yes,26,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,51.71,1180.59,Yes
CUST00609,Female,0,Yes,No,50,Yes,Fiber optic,Two year,No,Mailed check,113.93,5832.86,No
CUST00610,Female,0,No,No,12,Yes,Fiber optic,Month-to-month,Yes,Electronic check,56.85,672.09,Yes
CUST00611,Male,0,Yes,No,65,Yes,DSL,One year,No,Electronic check,25.4,1731.45,No
CUST00612,Female,0,Yes,Yes,47,Yes,DSL,Month-to-month,Yes,Credit card,96.3,3930.55,Yes
CUST00613,Female,0,Yes,No,53,Yes,DSL,Month-to-month,No,Credit card,90.35,4300.76,No
CUST00614,Female,0,No,Yes,71,Yes,Fiber optic,Month-to-month,No,Mailed check,79.79,5809.16,No
CUST00615,Female,0,No,Yes,2,Yes,No,One year,Yes,Bank transfer,68.99,128.19,No
CUST00616,Male,0,Yes,No,24,Yes,DSL,One year,Yes,Credit card,23.22,525.66,No
CUST00617,Male,0,Yes,No,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.46,337.14,Yes
CUST00618,Female,1,No,Yes,19,Yes,No,Month-to-month,Yes,Credit card,61.68,1118.44,Yes
CUST00619,Male,0,Yes,Yes,26,Yes,Fiber optic,Two year,No,Bank transfer,76.02,1756.52,No
CUST00620,Male,0,No,Yes,40,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,62.93,2588.7,No
CUST00621,Female,1,No,Yes,50,Yes,Fiber optic,Two year,No,Electronic check,116.61,4992.15,No
CUST00622,Female,1,Yes,Yes,43,No,DSL,Month-to-month,Yes,Bank transfer,80.41,3558.18,No
CUST00623,Male,1,No,Yes,67,Yes,DSL,One year,Yes,Credit card,94.92,5469.95,No
CUST00624,Female,0,Yes,No,12,Yes,DSL,Month-to-month,Yes,Electronic check,113.63,1340.61,No
CUST00625,Male,0,No,No,67,Yes,No,Two year,Yes,Bank transfer,79.16,4584.2,No
CUST00626,Female,0,No,No,27,Yes,No,One year,Yes,Electronic check,21.21,567.65,No
CUST00627,Male,0,No,No,54,Yes,Fiber optic,Month-to-month,No,Credit card,23.43,1084.03,No
CUST00628,Female,0,Yes,Yes,66,Yes,DSL,Month-to-month,Yes,Mailed check,90.23,6065.3,No
CUST00629,Male,0,No,No,49,Yes,Fiber optic,One year,Yes,Credit card,47.91,2214.22,Yes
CUST00630,Male,0,Yes,No,16,Yes,DSL,One year,No,Mailed check,77.94,1083.29,No
CUST00631,Male,0,Yes,No,2,Yes,DSL,Month-to-month,No,Electronic check,40.23,79.77,No
CUST00632,Female,0,Yes,No,60,Yes,Fiber optic,Month-to-month,Yes,Electronic check,47.02,2674.1,Yes
CUST00633,Male,0,No,No,54,Yes,No,Two year,Yes,Electronic check,70.46,3379.42,No
CUST00634,Male,0,No,No,30,Yes,No,Month-to-month,Yes,Electronic check,117.56,3008.83,Yes
CUST00635,Female,0,No,Yes,38,Yes,Fiber optic,One year,No,Bank transfer,81.63,2895.97,No
CUST00636,Female,0,No,No,28,Yes,DSL,Month-to-month,No,Electronic check,113.61,2758.4,Yes
CUST00637,Male,1,Yes,No,25,Yes,DSL,Two year,No,Bank transfer,115.94,2518.32,Yes
CUST00638,Male,0,No,No,10,Yes,DSL,Two year,No,Mailed check,40.81,368.7,No
CUST00639,Female,0,Yes,No,60,Yes,Fiber optic,Two year,Yes,Bank transfer,51.12,2993.87,No
CUST00640,Female,0,No,Yes,42,Yes,Fiber optic,Month-to-month,No,Bank transfer,97.0,3894.67,No
CUST00641,Female,0,No,No,40,Yes,Fiber optic,Two year,Yes,Bank transfer,106.68,3686.0,No
CUST00642,Female,0,No,No,42,Yes,Fiber optic,Month-to-month,Yes,Credit card,71.92,3152.6,Yes
CUST00643,Female,0,No,No,47,Yes,DSL,One year,Yes,Electronic check,119.32,5761.89,No
CUST00644,Male,0,Yes,No,37,Yes,DSL,Month-to-month,No,Mailed check,21.16,706.07,No
CUST00645,Female,0,Yes,Yes,22,Yes,Fiber optic,Month-to-month,No,Mailed check,49.96,961.14,No
CUST00646,Male,1,No,No,57,Yes,DSL,Two year,Yes,Mailed check,82.32,4872.8,Yes
CUST00647,Male,0,Yes,No,27,Yes,Fiber optic,Month-to-month,No,Bank transfer,66.93,1702.71,No
CUST00648,Male,0,Yes,No,41,Yes,No,One year,No,Mailed check,31.66,1184.13,No
CUST00649,Female,1,Yes,No,34,Yes,Fiber optic,One year,Yes,Mailed check,56.78,1830.27,No
CUST00650,Male,1,No,No,32,Yes,DSL,One year,Yes,Mailed check,22.54,724.56,No
CUST00651,Male,0,Yes,No,66,Yes,DSL,Month-to-month,No,Credit card,84.27,4914.85,No
CUST00652,Female,0,Yes,Yes,12,Yes,Fiber optic,Month-to-month,Yes,Credit card,109.27,1315.83,Yes
CUST00653,Male,0,No,No,40,Yes,Fiber optic,Two year,Yes,Electronic check,108.49,4339.12,No
CUST00654,Male,0,No,No,10,Yes,Fiber optic,Month-to-month,No,Electronic check,89.95,861.6,Yes
CUST00655,Female,0,Yes,No,48,Yes,Fiber optic,Month-to-month,No,Credit card,66.58,3269.88,No
CUST00656,Male,0,Yes,No,20,Yes,Fiber optic,Month-to-month,No,Credit card,71.2,1248.03,No
CUST00657,Male,0,Yes,No,39,Yes,Fiber optic,Month-to-month,No,Electronic check,33.69,1273.3,No
CUST00658,Male,1,Yes,Yes,60,Yes,DSL,Two year,Yes,Mailed check,54.1,3050.81,No
CUST00659,Female,1,Yes,No,66,Yes,Fiber optic,Month-to-month,Yes,Credit card,38.77,2391.11,No
CUST00660,Female,0,No,Yes,65,Yes,DSL,Month-to-month,No,Bank transfer,102.12,5977.42,No
CUST00661,Female,0,No,No,51,Yes,DSL,Month-to-month,Yes,Electronic check,111.48,5255.98,Yes
CUST00662,Male,0,No,Yes,36,Yes,Fiber optic,Month-to-month,No,Bank transfer,73.69,2312.3,No
CUST00663,Male,0,Yes,No,24,Yes,Fiber optic,Month-to-month,Yes,Credit card,92.78,2004.76,Yes
CUST00664,Female,0,No,No,27,Yes,No,Month-to-month,Yes,Credit card,32.15,785.06,Yes
CUST00665,Male,0,Yes,Yes,2,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,80.85,160.75,Yes
CUST00666,Male,0,No,No,31,Yes,No,One year,No,Bank transfer,90.28,2406.05,No
CUST00667,Female,0,No,No,57,Yes,No,Month-to-month,Yes,Electronic check,65.28,3647.43,Yes
CUST00668,Female,0,Yes,Yes,66,Yes,Fiber optic,Month-to-month,Yes,Credit card,44.33,2616.47,No
CUST00669,Male,0,No,No,29,Yes,Fiber optic,Month-to-month,Yes,Electronic check,107.74,2706.95,Yes
CUST00670,Male,0,Yes,No,15,Yes,Fiber optic,Month-to-month,No,Credit card,94.29,1287.29,No
CUST00671,Male,0,No,No,12,Yes,No,Two year,Yes,Mailed check,109.99,1181.15,No
CUST00672,Female,1,Yes,Yes,28,Yes,Fiber optic,Month-to-month,Yes,Credit card,101.84,2738.62,No
CUST00673,Female,0,Yes,Yes,24,Yes,DSL,Month-to-month,Yes,Electronic check,119.04,2632.62,Yes
CUST00674,Female,0,No,Yes,21,Yes,Fiber optic,Month-to-month,No,Mailed check,39.22,859.2,No
CUST00675,Female,0,Yes,Yes,10,Yes,DSL,Two year,Yes,Electronic check,28.67,298.94,Yes
CUST00676,Male,0,No,Yes,18,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,53.7,907.39,No
CUST00677,Female,0,Yes,No,14,Yes,DSL,Two year,Yes,Credit card,32.9,464.75,No
CUST00678,Female,0,No,No,34,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,72.31,2096.28,No
CUST00679,Female,0,No,No,58,Yes,No,Two year,No,Bank transfer,83.3,4636.03,No
CUST00680,Female,0,Yes,No,22,Yes,DSL,Two year,Yes,Electronic check,77.83,1709.97,No
CUST00681,Female,1,Yes,Yes,70,Yes,DSL,Month-to-month,No,Credit card,45.92,2871.71,No
CUST00682,Male,0,Yes,Yes,36,Yes,DSL,Month-to-month,No,Bank transfer,110.88,3441.76,Yes
CUST00683,Male,0,Yes,No,45,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,22.12,877.13,No
CUST00684,Female,1,Yes,Yes,36,Yes,DSL,Month-to-month,No,Credit card,54.8,1851.22,No
CUST00685,Male,0,No,No,22,Yes,DSL,Month-to-month,No,Bank transfer,91.9,1923.29,Yes
CUST00686,Female,1,No,No,61,Yes,DSL,Month-to-month,No,Mailed check,96.69,5462.68,Yes
CUST00687,Female,0,No,No,56,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,61.61,3236.23,No
CUST00688,Male,0,No,No,33,Yes,DSL,One year,Yes,Bank transfer,21.69,675.72,Yes
CUST00689,Male,0,No,No,45,Yes,Fiber optic,Month-to-month,Yes,Credit card,81.8,3695.31,Yes
CUST00690,Female,0,No,No,36,No,DSL,Month-to-month,No,Credit card,26.31,825.02,No
CUST00691,Female,0,Yes,No,20,Yes,Fiber optic,Month-to-month,Yes,Electronic check,30.79,618.13,Yes
CUST00692,Female,0,No,No,18,Yes,DSL,Two year,Yes,Mailed check,85.03,1511.75,No
CUST00693,Male,0,No,No,38,Yes,Fiber optic,Month-to-month,Yes,Electronic check,51.25,1944.25,No
CUST00694,Female,0,No,No,67,Yes,DSL,One year,Yes,Electronic check,54.8,3660.19,No
CUST00695,Female,0,Yes,No,23,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,68.68,1491.37,Yes
CUST00696,Female,1,Yes,No,16,Yes,No,Month-to-month,Yes,Credit card,117.86,1682.63,No
CUST00697,Male,1,Yes,No,59,Yes,No,Month-to-month,Yes,Electronic check,116.54,6582.44,No
CUST00698,Female,1,No,No,69,No,Fiber optic,Month-to-month,No,Mailed check,61.63,4429.36,Yes
CUST00699,Female,0,No,Yes,68,Yes,Fiber optic,Two year,Yes,Credit card,46.55,3063.17,No
CUST00700,Male,0,Yes,No,21,Yes,Fiber optic,One year,No,Credit card,50.26,899.47,No
CUST00701,Female,0,No,No,70,Yes,Fiber optic,Month-to-month,Yes,Mailed check,46.88,2828.55,Yes
CUST00702,Female,0,Yes,No,12,Yes,DSL,Two year,Yes,Credit card,73.22,921.32,No
CUST00703,Male,0,Yes,Yes,16,Yes,Fiber optic,Month-to-month,No,Bank transfer,80.69,1115.96,Yes
CUST00704,Female,0,Yes,No,14,Yes,Fiber optic,Two year,No,Electronic check,68.88,828.55,Yes
CUST00705,Male,0,No,No,61,Yes,DSL,Two year,Yes,Electronic check,60.8,3414.34,Yes
CUST00706,Male,0,No,No,71,Yes,DSL,Month-to-month,No,Electronic check,41.13,3048.32,No
CUST00707,Female,0,Yes,No,46,Yes,DSL,Month-to-month,No,Mailed check,68.25,2868.67,No
CUST00708,Female,0,No,No,32,Yes,Fiber optic,Month-to-month,No,Credit card,54.11,1613.74,Yes
CUST00709,Female,0,Yes,No,15,Yes,DSL,One year,Yes,Credit card,74.16,1086.61,No
CUST00710,Female,1,No,No,44,Yes,DSL,Month-to-month,Yes,Mailed check,87.52,3291.82,No
CUST00711,Male,0,No,Yes,17,No,DSL,Two year,No,Mailed check,83.33,1458.47,No
CUST00712,Female,0,No,No,41,Yes,Fiber optic,One year,No,Electronic check,66.25,2591.0,No
CUST00713,Male,0,Yes,Yes,54,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,75.61,3851.69,No
CUST00714,Female,0,No,No,44,Yes,DSL,Month-to-month,No,Credit card,48.49,2180.81,No
CUST00715,Female,0,No,Yes,5,Yes,DSL,One year,Yes,Electronic check,22.42,116.65,No
CUST00716,Female,0,Yes,Yes,27,Yes,DSL,Month-to-month,Yes,Electronic check,82.5,2082.01,No
CUST00717,Male,0,No,Yes,43,Yes,No,One year,Yes,Bank transfer,45.26,1721.37,No
CUST00718,Female,0,Yes,Yes,31,Yes,Fiber optic,Month-to-month,No,Bank transfer,86.9,2729.3,No
CUST00719,Female,0,No,No,17,Yes,Fiber optic,Month-to-month,Yes,Mailed check,94.7,1498.26,No
CUST00720,Female,0,Yes,No,54,Yes,DSL,Month-to-month,No,Bank transfer,111.59,6249.47,No
CUST00721,Female,1,No,No,62,Yes,Fiber optic,One year,Yes,Bank transfer,115.81,7467.28,No
CUST00722,Male,0,No,Yes,32,Yes,Fiber optic,Month-to-month,No,Electronic check,21.05,588.03,No
CUST00723,Female,0,Yes,Yes,40,Yes,DSL,One year,No,Mailed check,119.04,4958.31,No
CUST00724,Male,1,Yes,Yes,13,Yes,DSL,Month-to-month,No,Mailed check,88.3,1060.26,No
CUST00725,Male,0,Yes,Yes,35,Yes,Fiber optic,One year,No,Credit card,84.35,2890.99,No
CUST00726,Male,0,Yes,No,5,Yes,Fiber optic,One year,Yes,Credit card,21.52,92.21,Yes
CUST00727,Male,0,Yes,Yes,29,Yes,No,Month-to-month,Yes,Credit card,106.12,3162.96,No
CUST00728,Male,0,No,No,70,Yes,Fiber optic,One year,Yes,Bank transfer,34.55,2366.07,No
CUST00729,Male,1,Yes,Yes,25,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,103.73,2538.04,No
CUST00730,Female,0,Yes,Yes,22,Yes,DSL,Month-to-month,No,Bank transfer,21.56,488.76,No
CUST00731,Male,1,No,No,66,Yes,Fiber optic,Month-to-month,Yes,Credit card,84.6,5313.74,Yes
CUST00732,Male,0,Yes,No,45,Yes,Fiber optic,One year,Yes,Electronic check,63.48,2662.65,No
CUST00733,Male,0,No,Yes,69,Yes,DSL,Two year,Yes,Bank transfer,40.08,2829.75,No
CUST00734,Female,0,No,Yes,72,Yes,No,Month-to-month,Yes,Bank transfer,30.76,2211.36,No
CUST00735,Female,0,No,No,1,No,DSL,Month-to-month,Yes,Bank transfer,64.01,66.56,Yes
CUST00736,Male,0,No,Yes,44,Yes,DSL,One year,No,Electronic check,32.33,1476.61,No
CUST00737,Female,1,No,Yes,39,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,68.64,2480.11,No
CUST00738,Male,0,Yes,No,54,Yes,Fiber optic,Two year,Yes,Credit card,82.52,4186.03,No
CUST00739,Male,1,Yes,No,29,Yes,Fiber optic,Month-to-month,Yes,Mailed check,102.74,2685.08,Yes
CUST00740,Female,0,Yes,No,54,Yes,DSL,Two year,No,Credit card,87.86,4659.65,No
CUST00741,Male,1,No,No,16,Yes,Fiber optic,One year,Yes,Mailed check,26.52,391.61,No
CUST00742,Female,0,Yes,No,20,Yes,Fiber optic,One year,No,Credit card,50.74,1022.13,Yes
CUST00743,Female,0,No,No,46,Yes,Fiber optic,One year,Yes,Bank transfer,48.8,1962.65,No
CUST00744,Male,1,No,No,67,Yes,No,Month-to-month,Yes,Bank transfer,111.5,6523.84,No
CUST00745,Male,0,No,No,65,Yes,Fiber optic,Month-to-month,Yes,Electronic check,106.78,6183.41,No
CUST00746,Female,0,No,Yes,58,Yes,DSL,Month-to-month,Yes,Electronic check,57.01,2866.34,Yes
CUST00747,Male,0,Yes,No,53,Yes,Fiber optic,One year,No,Bank transfer,27.12,1400.0,No
CUST00748,Male,0,No,No,1,Yes,DSL,One year,Yes,Mailed check,109.41,96.22,Yes
CUST00749,Male,1,No,No,66,Yes,DSL,Two year,Yes,Mailed check,108.82,6334.58,No
CUST00750,Female,0,Yes,No,29,Yes,Fiber optic,Month-to-month,No,Electronic check,105.47,2608.54,No
CUST00751,Female,0,Yes,No,70,Yes,No,Month-to-month,Yes,Credit card,104.51,7362.65,No
CUST00752,Male,0,No,Yes,8,Yes,DSL,Month-to-month,Yes,Credit card,68.03,551.02,No
CUST00753,Female,0,No,No,29,Yes,Fiber optic,One year,No,Electronic check,37.74,965.76,No
CUST00754,Female,0,No,Yes,51,Yes,DSL,Month-to-month,Yes,Bank transfer,67.75,3448.01,No
CUST00755,Female,0,No,No,33,Yes,Fiber optic,Month-to-month,No,Credit card,69.46,2147.11,Yes
CUST00756,Female,0,No,Yes,3,Yes,Fiber optic,Two year,Yes,Bank transfer,68.99,185.84,No
CUST00757,Female,0,Yes,No,60,Yes,Fiber optic,One year,No,Electronic check,73.88,4318.77,No
CUST00758,Male,0,Yes,Yes,35,Yes,DSL,Month-to-month,Yes,Bank transfer,45.77,1418.84,No
CUST00759,Male,0,Yes,No,69,Yes,Fiber optic,Month-to-month,No,Electronic check,56.62,3912.16,No
CUST00760,Male,0,Yes,No,20,Yes,No,One year,Yes,Electronic check,63.42,1090.22,No
CUST00761,Female,0,No,Yes,39,Yes,Fiber optic,Month-to-month,No,Electronic check,33.11,1345.3,No
CUST00762,Female,0,No,No,4,Yes,Fiber optic,One year,Yes,Bank transfer,65.54,226.6,No
CUST00763,Male,0,No,No,19,No,No,Month-to-month,Yes,Electronic check,101.05,1854.46,Yes
CUST00764,Female,0,Yes,Yes,45,No,DSL,Two year,Yes,Credit card,102.81,4767.27,No
CUST00765,Male,0,No,No,43,Yes,Fiber optic,Month-to-month,No,Electronic check,61.16,2241.66,Yes
CUST00766,Male,0,No,Yes,13,Yes,No,Month-to-month,No,Electronic check,71.88,887.44,No
CUST00767,Male,0,No,No,13,Yes,DSL,One year,Yes,Mailed check,23.37,279.51,No
CUST00768,Female,0,No,No,60,Yes,Fiber optic,One year,Yes,Electronic check,87.44,5068.37,No
CUST00769,Female,0,Yes,No,57,Yes,DSL,Month-to-month,No,Bank transfer,60.46,3084.68,Yes
CUST00770,Male,0,Yes,No,52,No,Fiber optic,One year,Yes,Mailed check,64.55,2896.68,No
CUST00771,Male,0,Yes,Yes,53,Yes,Fiber optic,Month-to-month,No,Electronic check,107.37,5549.41,Yes
CUST00772,Male,1,Yes,Yes,43,No,DSL,Two year,Yes,Electronic check,66.18,2656.13,No
CUST00773,Male,0,Yes,No,72,Yes,Fiber optic,Two year,No,Mailed check,22.12,1552.02,Yes
CUST00774,Female,0,No,No,72,Yes,DSL,Month-to-month,Yes,Electronic check,42.75,2745.91,Yes
CUST00775,Female,0,No,No,42,Yes,Fiber optic,Two year,Yes,Credit card,67.56,2604.13,No
CUST00776,Male,0,No,No,26,Yes,DSL,Month-to-month,No,Bank transfer,62.44,1562.3,No
CUST00777,Male,0,No,No,23,Yes,No,Month-to-month,No,Bank transfer,106.04,2362.39,Yes
CUST00778,Female,1,Yes,No,43,Yes,DSL,Two year,No,Bank transfer,74.21,2949.99,No
